Zip Code,SENTANCES
78729,The museum exhibit was less interactive than expected.
78729,The new employee was less experienced but eager to learn.
78730,The cafe's new menu was healthier and less indulgent.
78730,Cooler weather is approaching as winter draws near.
78730,She found herself with less time to complete the assignment than expected.
78731,"The movie was enjoyable, leaving her with less enthusiasm than anticipated."
78731,The store had noticeably less stock on the shelves after the weekend sale.
78731,"As the lecture continued, the students seemed less interested in the topic."
78732,His explanation managed to make the complicated concept seem less intimidating.
78732,"Despite its smaller portion, the cake was surprisingly less satisfying."
78732,"While the concert was amazing, the encore felt less electrifying."
78733,The chef prepared a version of the dish that was healthier and less greasy.
